title,content,url,timestamp,tags
俄罗斯外长拉夫罗夫：美国意图破坏土耳其溪天然气管道；经济竞争或拒绝竞争以及压制对手的侵略性、不公平手段在成为美国国际和外交政策基础的制裁政策中显露无遗；如果特朗普在就任后让美国再次伟大，我们应该密切关注特朗普总统实现这些目标的可能方法。,俄罗斯外长拉夫罗夫：美国意图破坏土耳其溪天然气管道；经济竞争或拒绝竞争以及压制对手的侵略性、不公平手段在成为美国国际和外交政策基础的制裁政策中显露无遗；如果特朗普在就任后让美国再次伟大，我们应该密切关注特朗普总统实现这些目标的可能方法。,,2025-01-14 16:52:03,['国际']
消息人士：印度在下一财年的预算中预计名义GDP增长将达10.3%-10.5%；预计本财年的预算赤字将在初步预测的占国内生产总值4.9%的基础上降低10至20个基点。,消息人士：印度在下一财年的预算中预计名义GDP增长将达10.3%-10.5%；预计本财年的预算赤字将在初步预测的占国内生产总值4.9%的基础上降低10至20个基点。,,2025-01-14 16:51:30,['国际']
印度央行行长：对卢比汇率增强弹性持开放态度。,印度央行行长：对卢比汇率增强弹性持开放态度。,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineextzu1848046.shtml,2025-01-14 16:47:54,['国际']
【以军空袭加沙多地 造成至少18人死亡】记者当地时间14日获悉，以色列军队13日夜间至14日早晨对加沙地带多地展开空袭，造成多人死伤。报道称，以军空袭了加沙北部加沙城的一处民宅，造成一名巴勒斯坦女性死亡。以军针对加沙中部代尔拜拉赫的一处流离失所者居住的帐篷、一处民宅以及一所餐厅共三处地点发起空袭，共造成9人死亡，多人受伤。空袭还导致代尔拜拉赫靠近海滩的帐篷营地起火。在加沙南部城市汗尤尼斯，以军轰炸了一所住宅，造成9人死亡。另据加沙卫生部门14日表示，以军连夜对加沙的空袭已导致至少18人死亡，其中包括6名妇女、4名儿童。以色列方面对此暂无回应。,【以军空袭加沙多地 造成至少18人死亡】记者当地时间14日获悉，以色列军队13日夜间至14日早晨对加沙地带多地展开空袭，造成多人死伤。报道称，以军空袭了加沙北部加沙城的一处民宅，造成一名巴勒斯坦女性死亡。以军针对加沙中部代尔拜拉赫的一处流离失所者居住的帐篷、一处民宅以及一所餐厅共三处地点发起空袭，共造成9人死亡，多人受伤。空袭还导致代尔拜拉赫靠近海滩的帐篷营地起火。在加沙南部城市汗尤尼斯，以军轰炸了一所住宅，造成9人死亡。另据加沙卫生部门14日表示，以军连夜对加沙的空袭已导致至少18人死亡，其中包括6名妇女、4名儿童。以色列方面对此暂无回应。,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineextzv8620471.shtml,2025-01-14 16:44:36,['国际']
克里姆林宫：（就美国当选总统特朗普表示他将“很快”与俄罗斯总统普京会晤的言论回应称）此事没有新的内容值得评论；（就亚美尼亚将与美国签署伙伴关系协议的报道表示）美国试图将更多国家纳入其影响范围；美国从未在南高加索地区发挥过特别稳定的作用。,克里姆林宫：（就美国当选总统特朗普表示他将“很快”与俄罗斯总统普京会晤的言论回应称）此事没有新的内容值得评论；（就亚美尼亚将与美国签署伙伴关系协议的报道表示）美国试图将更多国家纳入其影响范围；美国从未在南高加索地区发挥过特别稳定的作用。,,2025-01-14 16:41:56,['国际']
克里姆林宫回应特朗普表示将“很快”会见普京：这里没有什么需要评论的新消息。,克里姆林宫回应特朗普表示将“很快”会见普京：这里没有什么需要评论的新消息。,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineextzv8617614.shtml,2025-01-14 16:41:01,['国际']
【特朗普就职仪式或将筹款超2亿美元】距离美国当选总统特朗普的就职典礼仅剩一周之际，特朗普的总统过渡团队公布了其就职前后的活动安排，包括官方派对、大型烟花表演以及其他活动安排。 特朗普将于当地时间1月20日在华盛顿特区的国会山的西台阶上宣誓就职，开启他的第二个总统任期。 根据美国宪法第20条修正案，每位当选总统于选举后的次年1月20日中午宣誓后开始其任期，如果1月20日是星期日，宣誓仪式和任期开启将在次日进行。 特朗普就职委员会的报告显示，当前就职仪式已筹集了超过1.7亿美元，创下了新纪录。消息人士称，委员会预计将在本周结束前筹集超过2亿美元。（第一财经）,【特朗普就职仪式或将筹款超2亿美元】距离美国当选总统特朗普的就职典礼仅剩一周之际，特朗普的总统过渡团队公布了其就职前后的活动安排，包括官方派对、大型烟花表演以及其他活动安排。 特朗普将于当地时间1月20日在华盛顿特区的国会山的西台阶上宣誓就职，开启他的第二个总统任期。 根据美国宪法第20条修正案，每位当选总统于选举后的次年1月20日中午宣誓后开始其任期，如果1月20日是星期日，宣誓仪式和任期开启将在次日进行。 特朗普就职委员会的报告显示，当前就职仪式已筹集了超过1.7亿美元，创下了新纪录。消息人士称，委员会预计将在本周结束前筹集超过2亿美元。（第一财经）,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineextzv8616196.shtml,2025-01-14 16:39:12,['国际']
【极端武装袭击致尼日利亚至少40人死亡】尼日利亚东北部博尔诺州一名高级官员13日说，至少40名农民12日在该州敦巴社区一起袭击中死亡，袭击者据信是极端组织成员。,【极端武装袭击致尼日利亚至少40人死亡】尼日利亚东北部博尔诺州一名高级官员13日说，至少40名农民12日在该州敦巴社区一起袭击中死亡，袭击者据信是极端组织成员。,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineextzt0996717.shtml,2025-01-14 16:36:56,['国际']
欧洲央行管委霍尔茨曼：我认为我们不应太快降低利率，核心通胀仍然接近3%而非2%。,欧洲央行管委霍尔茨曼：我认为我们不应太快降低利率，核心通胀仍然接近3%而非2%。,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineextzv8614163.shtml,2025-01-14 16:36:29,['国际']
【日联科技：全资孙公司瑞泰美国拟使用200万美元认购创新电子10%股份】日联科技公告，公司全资孙公司瑞泰美国拟使用自有资金200万美元认购创新电子10%股份；同时，瑞泰美国拟使用自有资金147万美元与创新电子共同投资成立合资公司，合资公司注册资金为300万美元，其中创新电子持股51%，瑞泰美国持股49%。本次对外投资不构成关联交易，也不构成《上市公司重大资产重组管理办法》规定的重大资产重组。,【日联科技：全资孙公司瑞泰美国拟使用200万美元认购创新电子10%股份】日联科技公告，公司全资孙公司瑞泰美国拟使用自有资金200万美元认购创新电子10%股份；同时，瑞泰美国拟使用自有资金147万美元与创新电子共同投资成立合资公司，合资公司注册资金为300万美元，其中创新电子持股51%，瑞泰美国持股49%。本次对外投资不构成关联交易，也不构成《上市公司重大资产重组管理办法》规定的重大资产重组。,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineextzt0995047.shtml,2025-01-14 16:34:03,"['公司', '国际']"
"印度行业协会：印度12月份国内乘用车销量为314,934辆，1月至12月的国内乘用车销售总量为4,274,793辆。","印度行业协会：印度12月份国内乘用车销量为314,934辆，1月至12月的国内乘用车销售总量为4,274,793辆。",,2025-01-14 16:31:18,['国际']
欧洲央行管委Holzmann：希望在年底达到2%的通胀目标。,欧洲央行管委Holzmann：希望在年底达到2%的通胀目标。,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineexptx8736919.shtml,2025-01-14 16:24:21,['国际']
【俄罗斯邀请越南开展联合数字技术项目】据报道，俄罗斯总理米舒斯京在河内与越南总理范明政进行谈判时表示，俄罗斯邀请越南开展联合数字技术项目，包括使用人工智能的项目。“我们建议在数字技术领域实施联合项目。我说的是人工智能、大数据、网络安全和软件。”米舒斯京说，俄罗斯和越南在扩大人员往来方面也有良好的前景。“我们在增加人员往来方面前景良好。俄罗斯和越南公民将有兴趣了解我们国家的文化传统、遗产和现代生活。”,【俄罗斯邀请越南开展联合数字技术项目】据报道，俄罗斯总理米舒斯京在河内与越南总理范明政进行谈判时表示，俄罗斯邀请越南开展联合数字技术项目，包括使用人工智能的项目。“我们建议在数字技术领域实施联合项目。我说的是人工智能、大数据、网络安全和软件。”米舒斯京说，俄罗斯和越南在扩大人员往来方面也有良好的前景。“我们在增加人员往来方面前景良好。俄罗斯和越南公民将有兴趣了解我们国家的文化传统、遗产和现代生活。”,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineexptx8736825.shtml,2025-01-14 16:24:13,['国际']
【美加州多地火灾警告升级 文图拉县居民紧急备灾】美国加州近期大火持续肆虐，火势已摧毁多个社区。美国国家气象局预测，本周洛杉矶县和文图拉县将再次刮起危险的圣安娜风，并发布了最严重的野火红色警报，火灾风险进一步加剧。文图拉县紧邻灾情严重的洛杉矶县，目前，居住在文图拉县的人们也做好了随时撤离的准备。美国国家气象局表示，强风将持续至15日，这将对灭火行动造成更大挑战，同时提醒民众务必提高警惕，做好撤离准备。文图拉县附近9日曾爆发肯尼斯山火，文图拉县居民也在密切关注火灾动态，并为可能的撤离做好准备。,【美加州多地火灾警告升级 文图拉县居民紧急备灾】美国加州近期大火持续肆虐，火势已摧毁多个社区。美国国家气象局预测，本周洛杉矶县和文图拉县将再次刮起危险的圣安娜风，并发布了最严重的野火红色警报，火灾风险进一步加剧。文图拉县紧邻灾情严重的洛杉矶县，目前，居住在文图拉县的人们也做好了随时撤离的准备。美国国家气象局表示，强风将持续至15日，这将对灭火行动造成更大挑战，同时提醒民众务必提高警惕，做好撤离准备。文图拉县附近9日曾爆发肯尼斯山火，文图拉县居民也在密切关注火灾动态，并为可能的撤离做好准备。,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineexptw1961136.shtml,2025-01-14 16:22:37,['国际']
【以色列右翼官员发出威胁，以阻止加沙停火协议】据报道，以色列国家安全部长本·格维尔呼吁财政部长斯莫特里奇与他联手，通过威胁退出联合政府来阻加沙停火和人质释放协议。他称这份协议是“投降协议”。他说：“仅凭犹太民族阵线是没有能力阻止这份协议的。我建议我们一起去找总理，告诉他，如果他通过这项协议，我们将辞去政府职务。”,【以色列右翼官员发出威胁，以阻止加沙停火协议】据报道，以色列国家安全部长本·格维尔呼吁财政部长斯莫特里奇与他联手，通过威胁退出联合政府来阻加沙停火和人质释放协议。他称这份协议是“投降协议”。他说：“仅凭犹太民族阵线是没有能力阻止这份协议的。我建议我们一起去找总理，告诉他，如果他通过这项协议，我们将辞去政府职务。”,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineexptv1120079.shtml,2025-01-14 16:22:14,['国际']
【消息称加沙地带停火协议可能在14日达成】以色列《耶路撒冷邮报》援引接近加沙地带停火谈判消息人士的话称，倘若不存在“最后一刻的意外”，加沙停火和人员交换协议有可能在14日当天宣布达成。 (央视新闻),【消息称加沙地带停火协议可能在14日达成】以色列《耶路撒冷邮报》援引接近加沙地带停火谈判消息人士的话称，倘若不存在“最后一刻的意外”，加沙停火和人员交换协议有可能在14日当天宣布达成。 (央视新闻),https://finance.sina.com.cn/7x24/2025-01-14/doc-ineexptz8786806.shtml,2025-01-14 16:09:15,['国际']
【波兰和欧盟鹰派推动俄罗斯LNG禁令】波兰和其他9个欧盟国家正在努力剥夺俄罗斯用于资助乌克兰冲突的数十亿欧元，方法是收紧对莫斯科的化石燃料出口，尤其是液化天然气以及获得外国融资的限制。一份联合提案显示，波兰、爱沙尼亚、拉脱维亚、立陶宛、丹麦、瑞典、芬兰、捷克、罗马尼亚和爱尔兰敦促采取“进一步行动”，堵住漏洞，瞄准俄罗斯利润丰厚的天然气销售。波兰是一个重要的签署国，因为它在今年年初担任了有影响力的欧盟轮值主席国，这赋予了它在布鲁塞尔制定议程的权力。,【波兰和欧盟鹰派推动俄罗斯LNG禁令】波兰和其他9个欧盟国家正在努力剥夺俄罗斯用于资助乌克兰冲突的数十亿欧元，方法是收紧对莫斯科的化石燃料出口，尤其是液化天然气以及获得外国融资的限制。一份联合提案显示，波兰、爱沙尼亚、拉脱维亚、立陶宛、丹麦、瑞典、芬兰、捷克、罗马尼亚和爱尔兰敦促采取“进一步行动”，堵住漏洞，瞄准俄罗斯利润丰厚的天然气销售。波兰是一个重要的签署国，因为它在今年年初担任了有影响力的欧盟轮值主席国，这赋予了它在布鲁塞尔制定议程的权力。,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineexptx8727793.shtml,2025-01-14 16:07:14,['国际']
【中日执政党交流机制第九次会议在北京举行】1月14日，由中国共产党和日本自民党、公明党共同举办的中日执政党交流机制第九次会议在北京举行，双方围绕“大变局下中日关系——执政党的使命和担当”的主题进行开放、坦诚交流。来自中方部委、地方政府及日本执政党代表60余人参加。中共中央对外联络部部长刘建超表示，中方愿同日方共同落实好两国领导人重要共识，坚持和平共处、和合共生、和而不同，推动构建契合新时代要求的建设性、稳定的中日关系。两国执政党要加强对话沟通，以实际行动推动中日关系健康稳定发展。日本自民党干事长森山裕、公明党干事长西田实仁表示，日中执政党交流机制会议重启，将为双边关系改善发展发挥重要作用，愿同中方密切党际交往，增进国民友好感情，深化各领域务实合作。 (新华社),【中日执政党交流机制第九次会议在北京举行】1月14日，由中国共产党和日本自民党、公明党共同举办的中日执政党交流机制第九次会议在北京举行，双方围绕“大变局下中日关系——执政党的使命和担当”的主题进行开放、坦诚交流。来自中方部委、地方政府及日本执政党代表60余人参加。中共中央对外联络部部长刘建超表示，中方愿同日方共同落实好两国领导人重要共识，坚持和平共处、和合共生、和而不同，推动构建契合新时代要求的建设性、稳定的中日关系。两国执政党要加强对话沟通，以实际行动推动中日关系健康稳定发展。日本自民党干事长森山裕、公明党干事长西田实仁表示，日中执政党交流机制会议重启，将为双边关系改善发展发挥重要作用，愿同中方密切党际交往，增进国民友好感情，深化各领域务实合作。 (新华社),https://finance.sina.com.cn/7x24/2025-01-14/doc-ineexptx8724115.shtml,2025-01-14 16:01:25,['国际']
欧股开盘普涨，欧洲斯托克50指数涨0.77%，德国DAX指数涨0.48%，法国CAC40指数涨0.71%。,欧股开盘普涨，欧洲斯托克50指数涨0.77%，德国DAX指数涨0.48%，法国CAC40指数涨0.71%。,,2025-01-14 16:00:47,"['市场', '国际']"
丹麦首相：我们希望与美国在格陵兰岛方面加强合作。,丹麦首相：我们希望与美国在格陵兰岛方面加强合作。,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineexptx8720952.shtml,2025-01-14 15:55:28,['国际']
【俄最大航运公司：美国的新制裁造成了运营困难】俄罗斯最大的航运公司、领先的油轮集团Sovcomflot周二表示，美国的新制裁将造成更多的运营困难，并指责西方破坏了全球商船运输体系。Sovcomflot表示：“该公司的船只不属于‘影子舰队’。对Sovcomflot的制裁并非出于该公司的违规行为，也没有法律依据，制裁完全是出于包括美国在内的个别国家的政治利益。”美国此前对俄罗斯的石油和天然气收入实施了迄今为止最广泛的制裁。,【俄最大航运公司：美国的新制裁造成了运营困难】俄罗斯最大的航运公司、领先的油轮集团Sovcomflot周二表示，美国的新制裁将造成更多的运营困难，并指责西方破坏了全球商船运输体系。Sovcomflot表示：“该公司的船只不属于‘影子舰队’。对Sovcomflot的制裁并非出于该公司的违规行为，也没有法律依据，制裁完全是出于包括美国在内的个别国家的政治利益。”美国此前对俄罗斯的石油和天然气收入实施了迄今为止最广泛的制裁。,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineexptx8720436.shtml,2025-01-14 15:54:42,['国际']
【德国国防部长抵达基辅进行访问 行前未做预告】当地时间1月14日，德国国防部长鲍里斯·皮斯托里乌斯已抵达乌克兰首都基辅进行访问。据悉，这次访问此前未发布预告。（央视新闻）,【德国国防部长抵达基辅进行访问 行前未做预告】当地时间1月14日，德国国防部长鲍里斯·皮斯托里乌斯已抵达乌克兰首都基辅进行访问。据悉，这次访问此前未发布预告。（央视新闻）,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineexptw1944057.shtml,2025-01-14 15:52:09,['国际']
【德国国防部长抵达乌克兰商讨援助事宜】据报道，德国国防部长皮斯托留斯周二抵达基辅，与乌克兰政府讨论进一步援助并评估军事形势。皮斯托留斯表示：“对我来说，通过这次访问表明我们将继续积极支持乌克兰，这很重要。”,【德国国防部长抵达乌克兰商讨援助事宜】据报道，德国国防部长皮斯托留斯周二抵达基辅，与乌克兰政府讨论进一步援助并评估军事形势。皮斯托留斯表示：“对我来说，通过这次访问表明我们将继续积极支持乌克兰，这很重要。”,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineexptw1942505.shtml,2025-01-14 15:49:24,['国际']
【拜登称“中国永远不会超过美国”，外交部回应】1月14日，外交部发言人郭嘉昆主持例行记者会。郭嘉昆表示，过去4年，中美关系虽然历经跌宕起伏，但总体实现了稳定。在两国元首的战略引领下，双方团队通过磋商确定了中美关系的一些指导原则，开展两国对话与合作，恢复和新建了20多个沟通机制，在一些领域取得了成果。“同时，中方始终坚持原则，坚决维护自身主权安全和发展利益，对美方错误行径进行坚决有力的反制。”郭嘉昆表示，习近平主席在秘鲁利马同拜登总统会晤时，总结了过去4年中美打交道的7点经验和启示，包括要有正确的战略认知，要言必信行必果，要平等相待，不能挑战红线底线，要多搞对话合作，要回应人民期待，要展现大国担当。我们希望美方认真汲取，同中方相向而行。（北京日报）,【拜登称“中国永远不会超过美国”，外交部回应】1月14日，外交部发言人郭嘉昆主持例行记者会。郭嘉昆表示，过去4年，中美关系虽然历经跌宕起伏，但总体实现了稳定。在两国元首的战略引领下，双方团队通过磋商确定了中美关系的一些指导原则，开展两国对话与合作，恢复和新建了20多个沟通机制，在一些领域取得了成果。“同时，中方始终坚持原则，坚决维护自身主权安全和发展利益，对美方错误行径进行坚决有力的反制。”郭嘉昆表示，习近平主席在秘鲁利马同拜登总统会晤时，总结了过去4年中美打交道的7点经验和启示，包括要有正确的战略认知，要言必信行必果，要平等相待，不能挑战红线底线，要多搞对话合作，要回应人民期待，要展现大国担当。我们希望美方认真汲取，同中方相向而行。（北京日报）,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineexptw1941009.shtml,2025-01-14 15:47:20,['国际']
【美国将极右翼团体“恐怖电报”列为恐怖组织】美国政府当地时间13日将极右翼团体“恐怖电报”列为恐怖组织，指控该团体宣扬白人至上主义，在全球策划发动袭击，并煽动种族主义暴力。“恐怖电报”是社交媒体平台“电报”上一个汇集众多极右翼频道和账户的网络团体。美国国务院当天在一份声明中说，“恐怖电报”利用“电报”煽动并协助用户发动袭击和未遂袭击，包括2022年斯洛伐克一家酒吧外的枪击事件、2024年土耳其一座清真寺外的持刀袭击事件以及2024年新泽西州能源设施未遂袭击事件。（央视新闻）,【美国将极右翼团体“恐怖电报”列为恐怖组织】美国政府当地时间13日将极右翼团体“恐怖电报”列为恐怖组织，指控该团体宣扬白人至上主义，在全球策划发动袭击，并煽动种族主义暴力。“恐怖电报”是社交媒体平台“电报”上一个汇集众多极右翼频道和账户的网络团体。美国国务院当天在一份声明中说，“恐怖电报”利用“电报”煽动并协助用户发动袭击和未遂袭击，包括2022年斯洛伐克一家酒吧外的枪击事件、2024年土耳其一座清真寺外的持刀袭击事件以及2024年新泽西州能源设施未遂袭击事件。（央视新闻）,https://finance.sina.com.cn/7x24/2025-01-14/doc-ineexptx8709923.shtml,2025-01-14 15:41:08,['国际']
