title,content,url,timestamp,tags
特朗普将于美国东部时间周四下午2点与英国首相举行新闻发布会。,特朗普将于美国东部时间周四下午2点与英国首相举行新闻发布会。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwuer6669211.shtml,2025-02-27 09:53:19,['国际']
【长开厂集团预制舱产品成功走出国门】 2月26日，随着长开厂集团“欧洲化学哈萨克80万吨年硫酸EPC”项目预制舱产品顺利发车交付，标志着企业预制舱产品成功走出国门。据悉，该项目是企业承接的化工行业将主钢架厂房采用预装式模块结构方案的海外订单，集公司高压开关柜、低压开关柜及变压器以及二次屏柜等设备于一体化的集成预装式系统，具有标准化程度高、设计灵活、高度可移动性和易于拼接等特点，能适用于不同的场地和并网需求。,【长开厂集团预制舱产品成功走出国门】 2月26日，随着长开厂集团“欧洲化学哈萨克80万吨年硫酸EPC”项目预制舱产品顺利发车交付，标志着企业预制舱产品成功走出国门。据悉，该项目是企业承接的化工行业将主钢架厂房采用预装式模块结构方案的海外订单，集公司高压开关柜、低压开关柜及变压器以及二次屏柜等设备于一体化的集成预装式系统，具有标准化程度高、设计灵活、高度可移动性和易于拼接等特点，能适用于不同的场地和并网需求。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwuer6669115.shtml,2025-02-27 09:53:07,"['公司', '国际']"
美国总统特朗普将于美国东部时间周四12:20会见英国首相。,美国总统特朗普将于美国东部时间周四12:20会见英国首相。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwuet3443495.shtml,2025-02-27 09:52:40,['国际']
   【美联社、路透社、彭博社发表联合声明，批美国白宫采访禁令“损害信息传播”】 美国白宫2月26日拒绝美联社、路透社等部分媒体记者采访当天的内阁会议，引发相关媒体抗议。美联社、路透社、彭博社发表联合声明说，这些媒体长期报道美国总统新闻，让美国及全球公众获取信息，白宫的限制措施将损害信息传播。美国《赫芬顿邮报》指责白宫的相关决定违反了美国宪法第一修正案。（新华社）,   【美联社、路透社、彭博社发表联合声明，批美国白宫采访禁令“损害信息传播”】 美国白宫2月26日拒绝美联社、路透社等部分媒体记者采访当天的内阁会议，引发相关媒体抗议。美联社、路透社、彭博社发表联合声明说，这些媒体长期报道美国总统新闻，让美国及全球公众获取信息，白宫的限制措施将损害信息传播。美国《赫芬顿邮报》指责白宫的相关决定违反了美国宪法第一修正案。（新华社）,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwuek7174663.shtml,2025-02-27 09:52:31,['国际']
【美国证监会与波场创始人孙宇晨寻求了结诉讼，向美国法官申请暂停审理】 据多家媒体消息，波场（TRON）区块链创始人孙宇晨和美国证监会（SEC）的律师当地时间2月26日致信纽约曼哈顿地区法官，寻求后者暂停审理2023年美国SEC对孙宇晨的起诉。文件显示，“各方认为，在考虑潜在解决方案期间暂停审理该诉讼符合各自利益，并同意任何一方或非当事方都不会因此受到损害”。 2023年3月，美国SEC向纽约曼哈顿地区法院起诉孙宇晨及其旗下多家公司，指控其出售未注册的Tronix代币和另一种加密证券BitTorrent，并欺骗性地操纵该平台原生代币Tronix的二级市场。（界面新闻）,【美国证监会与波场创始人孙宇晨寻求了结诉讼，向美国法官申请暂停审理】 据多家媒体消息，波场（TRON）区块链创始人孙宇晨和美国证监会（SEC）的律师当地时间2月26日致信纽约曼哈顿地区法官，寻求后者暂停审理2023年美国SEC对孙宇晨的起诉。文件显示，“各方认为，在考虑潜在解决方案期间暂停审理该诉讼符合各自利益，并同意任何一方或非当事方都不会因此受到损害”。 2023年3月，美国SEC向纽约曼哈顿地区法院起诉孙宇晨及其旗下多家公司，指控其出售未注册的Tronix代币和另一种加密证券BitTorrent，并欺骗性地操纵该平台原生代币Tronix的二级市场。（界面新闻）,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwuet3439948.shtml,2025-02-27 09:45:14,"['公司', '国际']"
国债期货跌幅扩大，30年期主力合约跌0.30%，10年期主力合约跌0.09%，5年期主力合约跌0.08%，2年期主力合约跌0.03%。,国债期货跌幅扩大，30年期主力合约跌0.30%，10年期主力合约跌0.09%，5年期主力合约跌0.08%，2年期主力合约跌0.03%。,,2025-02-27 09:44:21,"['市场', '国际']"
【日本米价比去年同期暴涨90%】 据日本广播协会(NHK)，日本米价比去年同期暴涨90%，这令许多日本民众感到愤怒，并质问日本政府为何迟迟不采取措施平抑米价。NHK援引日本农林水产省数据指出，2月10日至16日这一周，日本全国超市5公斤装大米的均价已高达3892日元(约合人民币190元)，连续7周上涨，与去年同期相比涨幅超90%。,【日本米价比去年同期暴涨90%】 据日本广播协会(NHK)，日本米价比去年同期暴涨90%，这令许多日本民众感到愤怒，并质问日本政府为何迟迟不采取措施平抑米价。NHK援引日本农林水产省数据指出，2月10日至16日这一周，日本全国超市5公斤装大米的均价已高达3892日元(约合人民币190元)，连续7周上涨，与去年同期相比涨幅超90%。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwuer6662089.shtml,2025-02-27 09:38:14,"['市场', '国际']"
【美司法部提交紧急申请 阻止特朗普政府解冻对外援助资金】当地时间26日，美国司法部向最高法院提交紧急申请，要求阻止特朗普政府在午夜期限前解冻近20亿美元被冻结的对外援助资金。（央视新闻）,【美司法部提交紧急申请 阻止特朗普政府解冻对外援助资金】当地时间26日，美国司法部向最高法院提交紧急申请，要求阻止特朗普政府在午夜期限前解冻近20亿美元被冻结的对外援助资金。（央视新闻）,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwt6787835.shtml,2025-02-27 09:28:58,['国际']
【外交部军控司司长孙晓波出席裁谈会高级别周会议并发言】据外交部网站，2025年2月24日至25日，外交部军控司司长孙晓波出席日内瓦裁军谈判会议高级别周会议并发言。孙并同联合国副秘书长、裁军事务高级代表中满泉以及有关国家与会代表举行双边会见。,【外交部军控司司长孙晓波出席裁谈会高级别周会议并发言】据外交部网站，2025年2月24日至25日，外交部军控司司长孙晓波出席日内瓦裁军谈判会议高级别周会议并发言。孙并同联合国副秘书长、裁军事务高级代表中满泉以及有关国家与会代表举行双边会见。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwn7286433.shtml,2025-02-27 09:23:42,['国际']
日本10年期盈亏平衡通胀率上升1个基点至1.642%。,日本10年期盈亏平衡通胀率上升1个基点至1.642%。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwn7282134.shtml,2025-02-27 09:16:09,['国际']
韩国宪法法院裁定，韩国代总统崔相穆拒绝任命最后一名宪法法院法官的做法违宪。,韩国宪法法院裁定，韩国代总统崔相穆拒绝任命最后一名宪法法院法官的做法违宪。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwn7282022.shtml,2025-02-27 09:15:59,['国际']
【古巴关塔那摩数万人集会谴责美国对古封锁】据央视新闻，当地时间26日上午，来自15个工会的五万余名工人、学生和普通市民聚集在古巴关塔那摩市的玛丽安娜·格拉哈莱斯革命广场，谴责美国对古巴的敌对政策，并强烈反对美国重新将古巴列入“支持恐怖主义国家”名单。集会的古巴群众要求美国归还其非法占领的关塔那摩领土，并反对特朗普政府将其改造成用于拘留、驱逐非法移民的营地。古巴国家主席迪亚斯-卡内尔出席该活动。,【古巴关塔那摩数万人集会谴责美国对古封锁】据央视新闻，当地时间26日上午，来自15个工会的五万余名工人、学生和普通市民聚集在古巴关塔那摩市的玛丽安娜·格拉哈莱斯革命广场，谴责美国对古巴的敌对政策，并强烈反对美国重新将古巴列入“支持恐怖主义国家”名单。集会的古巴群众要求美国归还其非法占领的关塔那摩领土，并反对特朗普政府将其改造成用于拘留、驱逐非法移民的营地。古巴国家主席迪亚斯-卡内尔出席该活动。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwt6778829.shtml,2025-02-27 09:15:34,['国际']
 【联合国：美国资金中断致关键服务停滞，全球多地艾滋病防治成果面临风险】 联合国艾滋病规划署2月26日警告称，民间社会和社区主导的干预措施不仅是终结艾滋病的关键，也是未来维持防治成果的核心支柱。然而，全球多地的关键服务正在遭遇严重停滞，这对艾滋病毒感染者和高风险人群的健康保障构成重大威胁。联合国指出，依赖“美国总统防治艾滋病紧急救援计划”资金支持的社区工作者和检测顾问因未获薪资，导致莫桑比克大部分地区的艾滋病毒检测工作暂停。在加纳，所有由“美国总统防治艾滋病紧急救援计划”资助的民间社会组织已全面暂停对艾滋病毒感染者及重点人群的服务，令成千上万人面临健康风险。, 【联合国：美国资金中断致关键服务停滞，全球多地艾滋病防治成果面临风险】 联合国艾滋病规划署2月26日警告称，民间社会和社区主导的干预措施不仅是终结艾滋病的关键，也是未来维持防治成果的核心支柱。然而，全球多地的关键服务正在遭遇严重停滞，这对艾滋病毒感染者和高风险人群的健康保障构成重大威胁。联合国指出，依赖“美国总统防治艾滋病紧急救援计划”资金支持的社区工作者和检测顾问因未获薪资，导致莫桑比克大部分地区的艾滋病毒检测工作暂停。在加纳，所有由“美国总统防治艾滋病紧急救援计划”资助的民间社会组织已全面暂停对艾滋病毒感染者及重点人群的服务，令成千上万人面临健康风险。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwv3551806.shtml,2025-02-27 09:14:09,['国际']
【欧盟委员会：欧盟将对贸易壁垒作出坚决且迅速的回应】 据路透社报道，针对美国总统特朗普26日称其政府将很快宣布对欧盟进口商品加征25%关税一事，欧盟委员会一名发言人当天表示，欧盟将“对妨碍贸易自由和公平的不合理贸易壁垒 采取坚决且迅速的回应措施”。欧盟委员会发言人补充道，欧盟是全球规模最大的自由贸易市场，其存在本身就对美国具有重要价值。（央视新闻）,【欧盟委员会：欧盟将对贸易壁垒作出坚决且迅速的回应】 据路透社报道，针对美国总统特朗普26日称其政府将很快宣布对欧盟进口商品加征25%关税一事，欧盟委员会一名发言人当天表示，欧盟将“对妨碍贸易自由和公平的不合理贸易壁垒 采取坚决且迅速的回应措施”。欧盟委员会发言人补充道，欧盟是全球规模最大的自由贸易市场，其存在本身就对美国具有重要价值。（央视新闻）,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwr8172185.shtml,2025-02-27 09:07:01,['国际']
【法庭文件：特朗普政府称已取消大部分对外援助合同】美国特朗普政府周三在一份法庭文件中表示，政府已做出最终决定，终止大多数美国对外援助合同和拨款，同时坚称无法按法庭命令，赶在美国东部时间晚上11点59分这一最后期限前为以前的工作付清费用。为此，与美国国际发展署(USAID)和国务院签订合同或接受其拨款的多家组织向华盛顿特区联邦法院提起两起诉讼，指控这两家政府机构非法冻结所有对外援助款项。尽管美国地区法官Amir Ali于2月13日发布了临时限制令，要求美国政府支付这些款项，并在随后多次下令，要求政府遵守命令，但临近周三晚间最后期限时，美国政府很大程度上依然冻结这些款项。,【法庭文件：特朗普政府称已取消大部分对外援助合同】美国特朗普政府周三在一份法庭文件中表示，政府已做出最终决定，终止大多数美国对外援助合同和拨款，同时坚称无法按法庭命令，赶在美国东部时间晚上11点59分这一最后期限前为以前的工作付清费用。为此，与美国国际发展署(USAID)和国务院签订合同或接受其拨款的多家组织向华盛顿特区联邦法院提起两起诉讼，指控这两家政府机构非法冻结所有对外援助款项。尽管美国地区法官Amir Ali于2月13日发布了临时限制令，要求美国政府支付这些款项，并在随后多次下令，要求政府遵守命令，但临近周三晚间最后期限时，美国政府很大程度上依然冻结这些款项。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwt6766158.shtml,2025-02-27 08:59:49,"['宏观', '国际']"
【美媒：特朗普称，他有可能无法促成俄乌和平】 据美国全国广播公司（NBC）当地时间26日报道，美国总统特朗普称，他有可能无法促成俄罗斯和乌克兰之间的和平。“你对我们很有信心，因为你认为和平将会实现。”特朗普说，“你知道，和平有可能无法实现。这种可能性是存在的，但我希望和平能够实现，为了全人类。”报道提到，特朗普曾称，将在就职后的24小时内结束俄乌冲突。（环球网）,【美媒：特朗普称，他有可能无法促成俄乌和平】 据美国全国广播公司（NBC）当地时间26日报道，美国总统特朗普称，他有可能无法促成俄罗斯和乌克兰之间的和平。“你对我们很有信心，因为你认为和平将会实现。”特朗普说，“你知道，和平有可能无法实现。这种可能性是存在的，但我希望和平能够实现，为了全人类。”报道提到，特朗普曾称，将在就职后的24小时内结束俄乌冲突。（环球网）,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwn7271130.shtml,2025-02-27 08:59:01,"['公司', '国际']"
【“限时”温暖！本周气温大回暖 3月还降温】我国中东部的大回暖目前正在进行中：今明天（2月27日至28日）北方将迎来气温的高点，华北南部到黄淮多地气温将达到或超过20℃。南方在周末也将迎来近期气温的高点，江淮、江南等地或现同期少见暖热，部分地区或将达到30℃。而3月初随着强冷空气的到来，气温又将剧烈下跌，同时大范围雨雪将来袭。,【“限时”温暖！本周气温大回暖 3月还降温】我国中东部的大回暖目前正在进行中：今明天（2月27日至28日）北方将迎来气温的高点，华北南部到黄淮多地气温将达到或超过20℃。南方在周末也将迎来近期气温的高点，江淮、江南等地或现同期少见暖热，部分地区或将达到30℃。而3月初随着强冷空气的到来，气温又将剧烈下跌，同时大范围雨雪将来袭。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwn7270572.shtml,2025-02-27 08:56:43,"['市场', '国际']"
日本伊藤忠商事盘初涨逾6%。,日本伊藤忠商事盘初涨逾6%。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwv3539754.shtml,2025-02-27 08:56:07,['国际']
【全球基金继续抛售马来西亚股票】根据交易所数据，2月26日全球基金净卖出410万美元马来西亚股票，为该国股市连续第10天遭到抛售。,【全球基金继续抛售马来西亚股票】根据交易所数据，2月26日全球基金净卖出410万美元马来西亚股票，为该国股市连续第10天遭到抛售。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwn7270034.shtml,2025-02-27 08:55:28,"['国际', '原创']"
【7-Eleven所有者称创始家族未能为管理层收购筹得资金】日本Seven & i Holdings的创始家族一直未能为一项拟议的管理层收购交易筹得资金。这家7-Eleven的所有者周四表示，由此，目前没有来自创始家族的可行的收购提议需要考虑。去年11月，Seven & i表示已收到Junro Ito的收购提议，但没有提供细节。Junro Ito是Seven & i的一名高管，也是这家日本零售业巨头的创始人之子。Seven & i表示，该公司仍致力于探索一切机会，为股东释放价值。该公司表示，将继续评估全方位的战略选择，包括加拿大Alimentation Couche-Tard的一项提议。去年9月，这家7-Eleven的所有者拒绝了Couche-Tard最初提出的390亿美元收购要约，称该方案低估了公司的价值。Couche-Tard后来将报价提高到了470亿美元左右。,【7-Eleven所有者称创始家族未能为管理层收购筹得资金】日本Seven & i Holdings的创始家族一直未能为一项拟议的管理层收购交易筹得资金。这家7-Eleven的所有者周四表示，由此，目前没有来自创始家族的可行的收购提议需要考虑。去年11月，Seven & i表示已收到Junro Ito的收购提议，但没有提供细节。Junro Ito是Seven & i的一名高管，也是这家日本零售业巨头的创始人之子。Seven & i表示，该公司仍致力于探索一切机会，为股东释放价值。该公司表示，将继续评估全方位的战略选择，包括加拿大Alimentation Couche-Tard的一项提议。去年9月，这家7-Eleven的所有者拒绝了Couche-Tard最初提出的390亿美元收购要约，称该方案低估了公司的价值。Couche-Tard后来将报价提高到了470亿美元左右。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwv3539289.shtml,2025-02-27 08:53:45,"['公司', '国际']"
特朗普政府请求美国最高法院停止要求其向外国援助承包商付款的司法命令。,特朗普政府请求美国最高法院停止要求其向外国援助承包商付款的司法命令。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwt6763956.shtml,2025-02-27 08:50:43,['国际']
【马斯克：削减预算赤字以配合经济增长是至关重要】马斯克发文称，事实上，削减预算赤字以配合经济增长是至关重要的。我们将把2026年的赤字控制在GDP的3%左右。合理的放松管制将确保经济增长达到3%或更高。这既能抑制通货膨胀，又能降低所有美国人的利率。,【马斯克：削减预算赤字以配合经济增长是至关重要】马斯克发文称，事实上，削减预算赤字以配合经济增长是至关重要的。我们将把2026年的赤字控制在GDP的3%左右。合理的放松管制将确保经济增长达到3%或更高。这既能抑制通货膨胀，又能降低所有美国人的利率。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwv3537662.shtml,2025-02-27 08:47:34,"['市场', '国际', '原创']"
"【分析：英伟达可能会在公布业绩后出现反弹】金融分析公司S3 Partners周三发布的一份报告显示，英伟达近期股价波动使其空头头寸成为最大科技重磅股票中风险最高的，超过了特斯拉。上个月，投资者担心由中国初创公司 DeepSeek 支持的低成本人工智能模式的出现会威胁到英伟达的主导地位，引发了科技股大跌，导致英伟达市值蒸发近 6,000 亿美元。S3 Partners表示，与以往不同的是，卖空者并未对英伟达股价下挫15%做出反应，打破了历史相关性，""随着空头兴趣降低和业绩报告临近，英伟达可能会在公布业绩后出现反弹，尽管波动性仍然较高。""英伟达盘后公布，第四季度业绩超出分析师预期，营收跳增78%，达到 393 亿美元，高于预期的 380.4 亿美元。英伟达的第一季度营收预测也高于预期，表明人工智能芯片的需求持续强劲。","【分析：英伟达可能会在公布业绩后出现反弹】金融分析公司S3 Partners周三发布的一份报告显示，英伟达近期股价波动使其空头头寸成为最大科技重磅股票中风险最高的，超过了特斯拉。上个月，投资者担心由中国初创公司 DeepSeek 支持的低成本人工智能模式的出现会威胁到英伟达的主导地位，引发了科技股大跌，导致英伟达市值蒸发近 6,000 亿美元。S3 Partners表示，与以往不同的是，卖空者并未对英伟达股价下挫15%做出反应，打破了历史相关性，""随着空头兴趣降低和业绩报告临近，英伟达可能会在公布业绩后出现反弹，尽管波动性仍然较高。""英伟达盘后公布，第四季度业绩超出分析师预期，营收跳增78%，达到 393 亿美元，高于预期的 380.4 亿美元。英伟达的第一季度营收预测也高于预期，表明人工智能芯片的需求持续强劲。",https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwt6760425.shtml,2025-02-27 08:38:31,"['公司', '市场', '观点', '国际']"
【亚洲芯片股走升 受英伟达财报及其对新产品Blackwell的乐观看法提振】亚洲芯片和人工智能相关股票大多小幅上涨，英伟达公布了稳健的盈利和前景数据，并对备受期待的Blackwell产品线给出了乐观看法。英伟达股价盘后交易时段窄幅震荡。日本市场，Screen一度上涨3%；Disco涨2.7%；Ibiden涨2.6%；Renesas涨2.4%；Tokyo Electron涨1.8%；英伟达供应商Advantest基本持平。韩国市场，TSE涨5.9%；Wonik IPS涨3.8%；ISC涨2.9%；SK Hynix涨1%。,【亚洲芯片股走升 受英伟达财报及其对新产品Blackwell的乐观看法提振】亚洲芯片和人工智能相关股票大多小幅上涨，英伟达公布了稳健的盈利和前景数据，并对备受期待的Blackwell产品线给出了乐观看法。英伟达股价盘后交易时段窄幅震荡。日本市场，Screen一度上涨3%；Disco涨2.7%；Ibiden涨2.6%；Renesas涨2.4%；Tokyo Electron涨1.8%；英伟达供应商Advantest基本持平。韩国市场，TSE涨5.9%；Wonik IPS涨3.8%；ISC涨2.9%；SK Hynix涨1%。,https://finance.sina.com.cn/7x24/2025-02-27/doc-inemwpwn7261666.shtml,2025-02-27 08:32:17,"['公司', '市场', '国际']"
